Carro,Motor,Ano,Aplicação,Correia,Montadora,id
CAMPER / BONANZA / VERANEIO,4.1 GM ALC,TODOS,ACD,13X1355,GM,1947
CAMPER / BONANZA / VERANEIO,4.1 MAXION,TODOS,GIR/ALT/BA/DH,13X1270,GM,1948
CAMPER / BONANZA / VERANEIO,4.1 MAXION,TODOS,GIR/ALT/BA/DH/ACD,13X1295,GM,1949
CAMPER / BONANZA / VERANEIO,4.1 MAXION,TODOS,DH,10X0685,GM,1950
CAMPER / BONANZA / VERANEIO,4.1 MAXION,TODOS,ACD,13X1365,GM,1951
D10 / D20 / D40,4.1 MAXION,TODOS,GIR/ALT/BA/DH,13X1270,GM,1952
D10 / D20 / D40,4.1 MAXION,TODOS,GIR/ALT/BA/DH/ACD,13X12995,GM,1953
D10 / D20 / D40,4.1 MAXION,TODOS,ACD,13X1365,GM,1954
D60 / D70 / D80 / D90,PERKINS,70/84,DH,10X1420,GM,1955
D60 / D70 / D80 / D90,PERKINS,70/84,GIR/ALT/VENT,13X1280,GM,1956
S10 NOVA,2.4 FLEX POWER,AGO 2012/...,GIR/ALT/DH/ACD,6PK-1655,GM,1957
BLAZER,2.4 FLEX POWER,2007/ JUL 2012,GIR/ALT/DH,6PK-1220,GM,1958
S10,2.4 FLEX POWER,2007/ JUL 2012,GIR/ALT/DH,6PK-1220,GM,1959
S10,2.4 FLEX POWER,2007/ JUL 2012,GIR/ALT/DH/ACD,6PK-1680,GM,1960
BLAZER,2.4 FLEX POWER,2007/ JUL 2012,GIR/ALT/DH/ACD,6PK-1680,GM,1961
S10,2.4 FLEX POWER,2007/ JUL 2012,CVA,149S8M200 HNBR,GM,1962
BLAZER,2.4 FLEX POWER,2007/ JUL 2012,CVA,146S8M200 HNBR,GM,1963
S10,4.3 V6,95/2001,GIR/ALT/BA/DH/ACD,6PK-2435,GM,1964
BLAZER,4.3 V6,95/2001,GIR/ALT/BA/DH/ACD,6PK-2435,GM,1965
S10,2.2,95/95,GIR/ALT,13X1200,GM,1966
BLAZER,2.2 ,95/95,GIR/ALT,13X1200,GM,1967
S10,2.2,95/2000,GIR/ALT/DH COM OU SEM ACD,5PK-1250,GM,1968
BLAZER,2.2,95/2000,GIR/ALT/DH COM OU SEM ACD,5PK-1250,GM,1969
S10,2.2,95/2000,ACD,10X1040,GM,1970
BLAZER,2.2 ,95/2000,ACD,10X1040,GM,1971
S10,2.2 ,95/2000,CVA/BA,200S8M1192,GM,1972
BLAZER,2.2 ,95/2000,CVA/BA,200S8M1192,GM,1973
S10,2.5 MAXION DIESEL,96/2001,GIR/ALT/BA/DH,7PK-1340,GM,1974
BLAZER,2.5 MAXION DIESEL,96/2001,GIR/ALT/BA/DH,7PK-1340,GM,1975
S10,2.5 MAXION DIESEL,96/2001,GIR/ALT/BA/DH/ACD,7PK-1530,GM,1976
BLAZER,2.5 MAXION DIESEL,96/2001,GIR/ALT/BA/DH/ACD,7PK-1530,GM,1977
S10,2.5 MAXION DIESEL,96/2001,ACD,4PK-0955,GM,1978
BLAZER,2.5 MAXION DIESEL,96/2001,ACD,4PK-0955,GM,1979
S10,2.5 MAXION DIESEL,96/2001,CVA/BA,"118H9,5P300 HNBR",GM,1980
BLAZER,2.5 MAXION DIESEL,96/2001,CVA/BA,"118H9,5P300 HNBR",GM,1981
S10,2.8 MWM DIESEL,2000/2001,GIR/ALT/BA/DH/ACD,6PK-1890,GM,1982
BLAZER,2.8 MWM DIESEL,2000/2001,GIR/ALT/BA/DH/ACD,6PK-1890,GM,1983
S10,2.8 MWM DIESEL,2000/2001,GIR/ALT/BA/DH,6PK-1675,GM,1984
BLAZER,2.8 MWM DIESEL,2000/2001,GIR/ALT/BA/DH,6PK-1675,GM,1985
S10,2.8 MWM DIESEL,2002/2011,GIR/ALT/BA/ACD DH ELETR. HIDR.,6PK-1885,GM,1986
BLAZER,2.8 MWM DIESEL,2002/2011,GIR/ALT/BA/ACD DH ELETR. HIDR.,6PK-1885,GM,1987
S10,2.4 MPFI 8V GAS / FLEX POWER,2001/2007,GIR/ALT/DH/ACD,6PK-1725,GM,1988
BLAZER,2.4 MPFI 8V GAS / FLEX POWER,2001/2007,GIR/ALT/DH/ACD,6PK-1725,GM,1989
S10,2.4 MPFI 8V GAS / FLEX POWER,2001/2007,GIR/ALT/DH,6PK-1275,GM,1990
BLAZER,2.4 MPFI 8V GAS / FLEX POWER,2001/2007,GIR/ALT/DH,6PK-1275,GM,1991
S10,2.4 MPFI 8V GAS / FLEX POWER,2001/2007,CVA/BA,149S8M200 HNBR,GM,1992
BLAZER,2.4 MPFI 8V GAS / FLEX POWER,2001/2007,CVA/BA,149S8M200 HNBR,GM,1993
S10,TODOS,TODOS,ACD (DUPLO AR),10X0875,GM,1994
BLAZER,TODOS,TODOS,ACD (DUPLO AR),10X0875,GM,1995
SILVERADO,4.1 GM,97/2000,GIR/ALT/DH,6PK-1700,GM,1996
SILVERADO,4.1 GM,97/2000,GIR/ALT/BA/DH/ACD,6PK-1960,GM,1997
SILVERADO,4.1 MAXION,97/2000,GIR/ALT/BA/DH,13X1270,GM,1998
SILVERADO,4.1 MAXION,97/2000,GIR/ALT/BA/DH/ACD,13X1295,GM,1999
SILVERADO,4.1 MAXION,97/2000,ACD,13X1365,GM,2000
SILVERADO,4.2 MWM,98/2001,GIR/ALT/BA/DH,6PK-1245,GM,2001
SILVERADO,4.2 MWM,98/2001,GIR/ALT/BA/DH/ACD,6PK-1885,GM,2002
SILVERADO,TODOS,TODOS,ACD (DUPLO AR),6PK-1885,GM,2003
SPACEVAN,2.2 GAS,98/98,GIR/ALT,11X1010,GM,2004
TRAFIC,2.2 GAS,98/98,GIR/ALT,11X1010,GM,2005
SPACEVAN,2.2 GAS,98/98,GIR/DH,13X0770,GM,2006
TRAFIC,2.2 GAS,98/98,GIR/DH,13X0770,GM,2007
SPACEVAN,2.2 GAS,98/98,CVA,"118H9,5P190 HNBR",GM,2008
TRAFIC,2.2 GAS,98/98,CVA,"118H9,5P190 HNBR",GM,2009
SPACEVAN,60CV DIESEL,97/98,GIR/ALT,11X1005,GM,2010
TRAFIC,60CV DIESEL,97/98,GIR/ALT,11X1005,GM,2011
SPACEVAN,60CV DIESEL,97/98,GIR/DH,13X0760,GM,2012
TRAFIC,60CV DIESEL,97/98,GIR/DH,13X0760,GM,2013
TRAFIC,60CV DIESEL,97/98,CVA,"148H9,5P254 HNBR",GM,2014
SPACEVAN,2.1 DIESEL,97/98,CVA,"148H9,5P254 HNBR",GM,2015
TRAFIC,2.1 DIESEL,97/98,CVA,"148H9,5P254 HNBR",GM,2016
SPACEVAN,2.1 DIESEL,97/98,GIR/ALT,10X1025,GM,2017
TRAFIC,2.1 DIESEL,97/98,GIR/ALT,10X1025,GM,2018
SPACEVAN,60CV DIESEL,97/98,CVA,"148H9,5P254 HNBR",GM,2019
ACCORD,1.6 16V SOHC,98/2002,ACD,4PK-0825,HONDA,2020
ACCORD,1.6 16V SOHC,98/2002,ALT,4PK-0790,HONDA,2021
ACCORD,1.6 16V SOHC,98/2002,CVA,"104H9,5P240 HNBR",HONDA,2022
ACCORD,1.6 16V SOHC,98/2002,DH,4PK-0840,HONDA,2023
ACCORD,1.8 16V SOHC,96/98,ALT,5PK-0970,HONDA,2024
ACCORD,2.0 / 2.2 /2.2 16V,91/98,GIR/ALT/ACD,5PK-1105,HONDA,2025
ACCORD,2.0 / 2.2 /2.2 16V,91/98,GIR/DH,4PK-1045,HONDA,2026
ACCORD,2.0 / 2.2 /2.2 16V,91/98 ,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2027
ACCORD,2.0 16V VETEC,98/2002,GIR/DH,4PK-1055,HONDA,2028
ACCORD,2.0 16V VETEC,98/2002,GIR/ALT,6PK-0950,HONDA,2029
ACCORD,2.0 16V VETEC,98/2002,GIR/ALT/ACD,6PK-1105,HONDA,2030
ACCORD,2.0 16V VETEC,98/2002,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2031
ACCORD,2.2 16V,90/93,GIR/DH,4PK-1055,HONDA,2032
ACCORD,2.2 16V,90/93,GIR/ALT,5PK-0955,HONDA,2033
ACCORD,2.2 16V,90/93,GIR/ALT/ACD,5PK-1105,HONDA,2034
ACCORD,2.2 16V,90/93,EIXO BALANCEADOR,"70H9,5P160",HONDA,2035
ACCORD,2.2 16V,96/98,DH,4PK-1065,HONDA,2036
ACCORD,2.2 16V,96/98,GIR/ALT,5PK-0960,HONDA,2037
ACCORD,2.2 16V,96/98,GIR/ALT/ACD,5PK-1105,HONDA,2038
ACCORD,2.2 16V,96/98,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2039
ACCORD,2.3 16V,96/98,DH,4PK-1055,HONDA,2040
ACCORD,2.3 16V,96/98,GIR/ALT,5PK-0960,HONDA,2041
ACCORD,2.3 16V,96/98,GIR/ALT/ACD,5PK-1105,HONDA,2042
ACCORD,2.3 16V,96/98,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2043
ACCORD,2.3 16V,2001/2005,GIR/ALT/ACD,6PK-1105,HONDA,2044
ACCORD,2.3 16V,2001/2005,DH,4PK-1055,HONDA,2045
ACCORD,2.3 16V,2001/2005,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2046
ACCORD,3.0 V6 24V,2004/2008,GIR/ALT/ACD,6PK-1180,HONDA,2047
ACCORD,3.0 V6 24V,2004/2008,DH,4PK-1120,HONDA,2048
CITY,1.5 16V,2010/...,GIR/ALT/BA/DH/ACD,5PK-1140,HONDA,2049
CIVIC EX - LX,1.5 16V SOHC,.../SET 91,GIR/DH,10X0790,HONDA,2050
CIVIC EX - LX,1.5 16V SOHC,.../SET 91,GIR/ALT,3PK-0760,HONDA,2051
CIVIC EX - LX,1.5 16V SOHC,.../SET 91,ACD,4PK-0875,HONDA,2052
CIVIC EX - LX,1.5 16V SOHC,.../SET 91,CVA,"106H9,5P240 HNBR",HONDA,2053
CIVIC EX - LX,1.5 16V VTEC,OUT 91 / NOV 95,GIR/ALT,4PK-0790,HONDA,2054
CIVIC EX - LX,1.5 16V SOHC,91/96,DH,4PK-0815,HONDA,2055
CIVIC EX - LX,1.5 16V VTEC,OUT 91 / NOV 95,DH,4PK-0815,HONDA,2056
CIVIC EX - LX,1.5 16V VTEC,OUT 91 / NOV 95,ACD,4PK-0875,HONDA,2057
CIVIC EX - LX,1.5 16V VTEC,OUT 91 / NOV 95,CVA,"106H9,5P240 HNBR",HONDA,2058
CIVIC EX - LX,1.6 16V,97/2000,ACD,4PK-0815,HONDA,2059
CIVIC EX - LX,1.6 16V,97/2000,GIR/ALT,4PK-0790,HONDA,2060
CIVIC EX - LX,1.6 16V,97/2000,DH,4PK-0815,HONDA,2061
CIVIC EX - LX,1.6 16V,97/2000,GIR/ALT,4PK-0800,HONDA,2062
CIVIC EX - LX,1.6 16V,97/2000,GIR/DH,4PK-0855,HONDA,2063
PRISMA,1.0 / 1.4 VHC 8V ECONOFLEX BASICO,2012,GIR/ALT,5PKS-0880,GM,2064
CIVIC EX - LX,1.6 16V,97/2000,GIR/ACD,4PK-0830,HONDA,2065
CIVIC EX - LX,1.6 16V,97/2000,CVA,"104H9,5P240 HNBR",HONDA,2066
CIVIC EX - LX,1.7 16V,2001/2006,GIR/ALT,PK-0860,HONDA,2067
CIVIC EX - LX,1.7 16V,2001/2006,DH,4PK-1010,HONDA,2068
CIVIC EX - LX,1.7 16V,2001/2006,ACD,6PK-0985,HONDA,2069
CIVIC EX - LX,1.7 16V,2001/2006,CVA,"104H9,5P220 HNBR",HONDA,2070
CRV,2.0 16V,OUT 95/98,GIR/ACD,4PK-0855,HONDA,2071
CRV,2.0 16V,OUT 95/98,GIR/ALT,4PK-0810,HONDA,2072
CRV,2.0 16V,OUT 95/98,GIR/DH,4PK-0885,HONDA,2073
CRV,2.0 16V,99/ JUN 01,GIR/ACD,4PK-0840,HONDA,2074
CRV,2.0 16V,99/ JUN 01,GIR/ALT,4PK-0825,HONDA,2075
CRV,2.0 16V,99/ JUN 01,GIR/DH,4PK-0890,HONDA,2076
CRV,2.0 16V,2001/2005,GIR/ALT/BA/DH/ACD,7PK-1735,HONDA,2077
CRV,2.0 16V,2006/2011,GIR/ALT/BA/DH/ACD,7PK-2060,HONDA,2078
CRV,2.4L 16V,2002/2004,GIR/ALT/BA/DH/ACD,7PK-0685,HONDA,2079
FIT,1.4 8V / 1.4 16V,1.4 8V 2003/2008 * 1.4 16V 200,GIR/ALT/BA/DH/ACD,5PK-1140,HONDA,2080
FIT,1.5L 16V,2005/2012,GIR/ALT/BA/DH/ACD,5PK-1140,HONDA,2081
NEW CIVIC LXS - LXL - EXS,1.8 16V SOVHCi VTEC FLEX,20012/...,GIR/ALT/BA/DH/ACD,6PK-2115,HONDA,2082
NEW CIVIC LX - LXS - EXS,1.8L 16V iVTEC,2006/2011,GIR/ALT/BA/DH/ACD,7PK-2195,HONDA,2083
NEW CIVIC SI,2.0 VETEC,2006/2010,GIR/ALT/BA/DH/ACD,7PK-1640,HONDA,2084
PRELUDE,2.0 16V,92/ SET 96,GIR/ALT,5PK-0945,HONDA,2085
PRELUDE,2.0 16V,92/ SET 96,GIR/DH,4PK-1025,HONDA,2086
PRELUDE,2.0 16V,92/ SET 96,ACD,5PK-1090,HONDA,2087
PRELUDE,2.0 16V,92/ SET 96,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2088
PRELUDE,2.0 16V,OUT 96/...,GIR/DH,4PK-1055,HONDA,2089
PRELUDE,2.2 16V,92/96,GIR/ALT,6PK-0915,HONDA,2090
PRELUDE,2.2 16V,92/96,DH,4PK-1025,HONDA,2091
PRELUDE,2.2 16V,92/96,ACD,6PK-1045,HONDA,2092
PRELUDE,2.2 16V,92/96,EIXO BALANCEADOR,"70H9,5P160 HNBR",HONDA,2093
AZERA,3.3 MPFI GLS V6 24V,2008/2012,GIR/ALT/BA/DH/ACD,6PK-2475,HYUNDAI,2094
ACCENT,1.3 / 1.5,94/97,GIR/ALT,4PK-0900,HYUNDAI,2095
ACCENT,1.3 / 1.5,94/97,DH,4PK-0610,HYUNDAI,2096
ACCENT,1.3 / 1.5,94/97,GIR/ACD,4PK-0875,HYUNDAI,2097
ACCENT,1.5 16V,96/ JUL 99,GIR/ALT,4PK-0850,HYUNDAI,2098
ACCENT,1.5 16V,99/ JUL 99,GIR/ACD,4PK-0830,HYUNDAI,2099
ACCENT,1.5 16V,AGO 99/2005,GIR/ALT,4PK-0850,HYUNDAI,2100
ATOS,1.0 12V,ABR 98/2002,GIR/ALT,4PK-0770,HYUNDAI,2101
ATOS,1.0 12V,ABR 98/2002,DH,13X0775,HYUNDAI,2102
ATOS,1.0 12V,ABR 98/2002,GIR/ACD,4PK-0675,HYUNDAI,2103
COUPE,1.6 16V,99/2002,GIR/ALT,4PK-0975,HYUNDAI,2104
COUPE,1.6 16V,99/2002,DH,13X0675,HYUNDAI,2105
COUPE,1.6 16V,99/2002,ACD,4PK-0915,HYUNDAI,2106
COUPE,1.6 16V,99/2002,CVA,"111H9,5P254 HNBR",HYUNDAI,2107
COUPE,2.0 16V,AGO 96/ FEV 2002,GIR/ALT,4PK-0875,HYUNDAI,2108
COUPE,2.0 16V,AGO 96/ FEV 2002,GIR/ACD,4PK-0850,HYUNDAI,2109
EXCEL,1.3 / 1.5 12V,94/99,GIR/ALT,4PK-0900,HYUNDAI,2110
EXCEL,1.3 / 1.5 12V,94/99,DH,4PK-0610,HYUNDAI,2111
EXCEL,1.3 / 1.5 12V,94/99,GIR/ACD,4PK-0875,HYUNDAI,2112
EXCEL,1.5 16V,96/99,GIR/ALT,4PK-0850,HYUNDAI,2113
EXCEL,1.5 16V,96/99,GIR/ACD,4PK-0830,HYUNDAI,2114
ELANTRA,1.3 / 1.5 12V,91/95,GIR/ALT,4PK-0900,HYUNDAI,2115
ELANTRA,1.3 / 1.5 12V,91/95,DH,4PK-0610,HYUNDAI,2116
ELANTRA,1.3 / 1.5 12V,91/95,GIR/ACD,4PK-0875,HYUNDAI,2117
ELANTRA,1.6 16V,90/95,GIR/ALT,4PK-0975,HYUNDAI,2118
ELANTRA,1.6 16V,90/95,DH,13X0675,HYUNDAI,2119
ELANTRA,1.6 16V,90/95,ACD,4PK-0915,HYUNDAI,2120
ELANTRA,1.6 16V,90/95,CVA,"111H9,5P254 HNBR",HYUNDAI,2121
ELANTRA,1.8 16V,90/95,GIR/ALT,4PK-0990,HYUNDAI,2122
ELANTRA,1.8 16V,90/95,DH,13X0675,HYUNDAI,2123
ELANTRA,1.8 16V,90/95,ACD,4PK-0915,HYUNDAI,2124
ELANTRA,1.8 16V,96/98,GIR/ALT,4PK-0875,HYUNDAI,2125
ELANTRA,1.8 16V,96/98,GIR/ACD,4PK-0850,HYUNDAI,2126
ELANTRA,1.8 16V,96/98,CVA,"111H9,5P254 HNBR",HYUNDAI,2127
ELANTRA,2.0 16V,98/2002,GIR/ALT,4PK-0990,HYUNDAI,2128
ELANTRA,2.0 16V,98/2002,DH,13X0675,HYUNDAI,2129
ELANTRA,2.0 16V,98/2002,ACD,4PK-0965,HYUNDAI,2130
GALLOPER,2.5 TURBO DIESEL,98/2002,GIR/ALT,10X1100,HYUNDAI,2131
GALLOPER,2.5 TURBO DIESEL,98/2002,DH,13X0790,HYUNDAI,2132
GALLOPER,2.5 TURBO DIESEL,98/2002,CVA,"163H9,5P254 HNBR",HYUNDAI,2133
GALLOPER,2.5 TURBO DIESEL,98/2002,EIXO BALANCEADOR,99H8P190 HNBR,HYUNDAI,2134
GALLOPER,3.0 V6,98/ JUN 03,GIR/DH,13X0800,HYUNDAI,2135
GALLOPER,3.0 V6,98/ JUN 03,GIR/ACD,13X0925,HYUNDAI,2136
GALLOPER,3.0 V6,98/ JUN 03,GIR/ALT/BA,5PK-1345,HYUNDAI,2137
HB20,1.0,2012/...,GIR/ALT,3PK-0695,HYUNDAI,2138
HB20,1.0 ,2012/...,GIR/BA/ACD/DH,5PK-1255,HYUNDAI,2139
HB20,1.6L GAMMA FLEX,2012/...,GIR/ALT/BA/DH/ACD,6PK-2135,HYUNDAI,2140
I30 / I30SW,2.0 2WD GLS,2009/...,CVA,"113H9,5P254",HYUNDAI,2141
I30 / I30SW,2.0 2WD GLS,2009/...,ACD,4PK-0855,HYUNDAI,2142
I30 / I30SW,2.0 2WD GLS,2009/...,GIR/ALT/BA/DH,4PK-0890,HYUNDAI,2143
IX35,2.0 GLS,2011/...,GIR/ALT/BA/DH/ACD,6PK-2550,HYUNDAI,2144
SONATA,2.0 16V,91/ MAI 98,GIR/DH,13X0675,HYUNDAI,2145
SONATA,2.0 16V,91/ MAI 98,GIR/ACD,4PK-0960,HYUNDAI,2146
SONATA,2.0 16V,91/ MAI 98,GIR/ALT/BA,4PK-0990,HYUNDAI,2147
SONATA,2.0 16V,91/ MAI 98,CVA,"153H9,5P300 HNBR ",HYUNDAI,2148
SONATA,2.0 16V,91/ MAI 98,EIXO BALANCEADOR,65H8P127 HNBR,HYUNDAI,2149
SONATA,2.7 V6 24V,2002/2003,GIR/ALT,6PK-1700,HYUNDAI,2150
SONATA,3.0 V6 24V,91/ JUN 98,GIR/ALT,5PK-1250,HYUNDAI,2151
SONATA,3.0 V6 24V,91/ JUN 98,GIR/ACD,13X0975,HYUNDAI,2152
SONATA,3.3 24V G6DC,2005/2010,GIR/ALT/BA/DH/ACD,6PK-2480,HYUNDAI,2153
SANTA FÉ,2.7 V6,2000/2005,GIR/ALT/BA/DH/ACD,6PK-2005,HYUNDAI,2154
SANTA FÉ,2.7 V6,2006/2011,GIR/ALT/BA/DH/ACD,6PK-2050,HYUNDAI,2155
SANTA FÉ,2.7 V6,2006/2011,CVA,207H8P320 HNBR,HYUNDAI,2156
TERRACAN,2.9 V8 CRDI,2005/2006,DH,4PK-0840,HYUNDAI,2157
TERRACAN,2.5 V8,2003/2006,DH,4PK-0840,HYUNDAI,2158
TERRACAN,2.9 V8 CRDI,2005/2006,ACD,13X0975,HYUNDAI,2159
TUCSON,2.0 16V,2005/...,GIR/ALT/BA,4PK-0890,HYUNDAI,2160
TUCSON,2.0 16V,2005/...,ACD,4PK-0855,HYUNDAI,2161
TUCSON,2.0 16V,2005/...,DH,3PK-0680,HYUNDAI,2162
TUCSON,2.0 16V,2005/...,CVA,"113H9,5P254 HNBR",HYUNDAI,2163
TUCSON,2.7 6CIL 24V,2006/2010,GIR/ALT/DH/ACD,6PK-2005,HYUNDAI,2164
TUCSON,2.7 6CIL 24V,2006/2010,CVA,207H8P320 HNBR,HYUNDAI,2165
VERA CRUZ,3.8 GLS,2007/2012,GIR/ALT/DH/ACD,6PK-2475,HYUNDAI,2166
H1 STAREX,2.5 DIESEL TURBO DIESEL,2000/2005,GIR/DH,4PK-1065,HYUNDAI,2167
H1 STAREX,2.5 DIESEL TURBO DIESEL,2000/2005,CVA,"163H9,5P254 HNBR",HYUNDAI,2168
H1 STAREX,2.5 DIESEL TURBO DIESEL,2000/2005,EIXO BALANCEADOR,99H8P190 HNBR,HYUNDAI,2169
H1 STAREX,2.5 DIESEL TURBO DIESEL,2000/2005,GIR/ACD,13X0975,HYUNDAI,2170
H100,2.4 DIESEL,1994/1997,ALT,10X0960,HYUNDAI,2171
H100,2.4 DIESEL,1994/1997,DH,13X1000,HYUNDAI,2172
H100,2.4 DIESEL,1997/1998,ALT,4PK-0980,HYUNDAI,2173
H100,2.5 DIESEL,93/98,GIR/DH,13X0735,HYUNDAI,2174
H100,2.5 DIESEL,93/98,GIR/ACD,13X0940,HYUNDAI,2175
H100,2.5 DIESEL,93/98,GIR/ALT/BA,15X1080,HYUNDAI,2176
H100,2.5 DIESEL,93/98,CVA,"163H9,5P254 HNBR",HYUNDAI,2177
H100,2.5 DIESEL,93/95,EIXO BALANCEADOR,83HL190,HYUNDAI,2178
H100,2.5 DIESEL,96/98,EIXO BALANCEADOR,99H8P190 HNBR,HYUNDAI,2179
H100,2.6 DIESEL,99/2004,GIR/DH,13X0740,HYUNDAI,2180
H100,2.6 DIESEL,99/2004,GIR/ACD,13X0945,HYUNDAI,2181
H100,2.6 DIESEL,99/2004,GIR/ALT/BA,11X1075 (JG 2PÇS),HYUNDAI,2182
H100,2.6 DIESEL,99/2004,CVA,"163H9,5P254 HNBR",HYUNDAI,2183
HR,2.5 TCi DIESEL,2005/...,GIR/ACD,4PK-0925,HYUNDAI,2184
HR,2.5 TCi DIESEL,2005/...,GIR/BA/DH,4PK-1060,HYUNDAI,2185
HR,2.5 TCi DIESEL,2005/...,GIR/ALT/BA,10X1090 (Jg 2PÇS),HYUNDAI,2186
HR,2.5 TCi DIESEL,2005/...,EIXO BALANCEADOR,99H8P190 HNBR,HYUNDAI,2187
HR,2.5 TCi DIESEL,2005/...,CVA,"163H9,5P254 HNBR",HYUNDAI,2188
J3 / J3 TURIN,1.4 VVT 16V,2011/...,ALT,5PK-1270,JAC MOTORS,2189
J3 / J3 TURIN,1.4 VVT 16V,2011/...,BA/DH,4PK-0860,JAC MOTORS,2190
J5,1.4 VVT 16V,2011/...,ALT,5PK-1270,JAC MOTORS,2191
J5,1.4 VVT 16V,2011/...,BA/DH,4PK-0860,JAC MOTORS,2192
J6,2.0 16V,2011/...,CPA,5PK-1370,JAC MOTORS,2193
J6,2.0 16V,2011/...,ALT,4PK-0945,JAC MOTORS,2194
X-TYPE,3.0 V6 24V,2001/...,GIR/ALT/DH/ACD,6PK-2465,JAGUAR,2195
CHEROKEE,2.5L 4CIL,96/2001,GIR/ALT/BA/DH/ACD,6PK-2315,JEEP,2196
CHEROKEE,4.0 V6,94/95,GIR/ALT/BA/DH/ACD,6PK-2475,JEEP,2197
CHEROKEE,4.0 V6,96/97,GIR/ALT/BA/DH/ACD,6PK-2415,JEEP,2198
CHEROKEE,4.0 V6,98/2001,GIR/ALT/BA/DH/ACD,6PK-2420,JEEP,2199
CHEROKEE,5.2 V8,94/95,GIR/ALT/BA/DH/ACD,7PK-2285,JEEP,2200
CHEROKEE,5.2 V8,96/98,GIR/ALT/BA/DH/ACD,7PK-2265,JEEP,2201
CHEROKEE,4.7 V8,99/2007,GIR/ALT/BA/DH/ACD,6PK-2215,JEEP,2202
CHEROKEE,3.7 V6,2002/2010,GIR/ALT/BA/DH/ACD,6PK-2220,JEEP,2203
GRAND CHEROKEE,4.0 V6,96/98,GIR/ALT/BA/DH/ACD,6PK-2340,JEEP,2204
GRAND CHEROKEE,4.0 V6,91/95,GIR/ALT/BA/DH/ACD,6PK-2465,JEEP,2205
GRANDE CHEROKEE,4.0 V6,99/2001,GIR/ALT/BA/DH/ACD,6PK-2240,JEEP,2206
GRAND CHEROKEE,4.7 V8,99/2001,GIR/ALT/BA/DH/ACD,6PK-2215,JEEP,2207
GRAND CHEROKEE,5.2 V8,96/98,GIR/ALT/BA/DH/ACD,7PK-2265,JEEP,2208
JEEP / JEEP PICK-UP,2.3 4 CIL,TODOS,CVA,483LH088,JEEP,2209
NEW GRAND CHEROKEE,5.7 V8,2005/2011,GIR/ALT/BA/DH/ACD,6PK-2085,JEEP,2210
WRANGLER,2.5 4 CIL / 4.0 6 CIL,99/2002,GIR/ALT/BA/DH/ACD,6PK-2340,JEEP,2211
WRANGLER,2.5 4 CIL / 4.0 6 CIL,96/2002,GIR/ALT/BA/DH/ACD,6PK-2315,JEEP,2212
MONTEZ / PICK-UP,1.9,93/96,GIR/ACD,13X1375,JPX,2213
MONTEZ / PICK-UP,1.9 ,93/96,GIR/ALT/DH,6PK-1145,JPX,2214
CARNIVAL,2.5 V6,2004/2008,GIR/ALT/BA/DH/ACD,6PK-1575,KIA MOTORS,2215
CARNIVAL,2.7 24V G6BA,2006/...,GIR/ALT/BA/DH/ACD,6PK-2055,KIA MOTORS,2216
CARNIVAL,2.9 16V DIESEL,2001/2004,GIR/ALT/BA/DH/ACD,5PK-1590,KIA MOTORS,2217
CARNIVAL,2.9 16V DIESEL,2001/2004,ACD,4PK-0875,KIA MOTORS,2218
CERES,TODOS,93/95,GIR/ALT/BA,13X1140,KIA MOTORS,2219
CERES,TODOS,93/95,CVA,164S8T254 HNBR,KIA MOTORS,2220
CERATO,1.6 16V,FEV 2010/...,GIR/ALT/BA/ACD,6PK-1255,KIA MOTORS,2221
CERATO,1.6 16V,2006/2010,GIR/ALT,4PK-0850,KIA MOTORS,2222
CERATO,2.0 16V,2006/2010,GIR/ALT,4PK-0890,KIA MOTORS,2223
CERATO,2.0 16V,2006/2010,DH,6PK-0675,KIA MOTORS,2224
CLARUS,1.8 16V,FEV 96 / AGO 2001,GIR/ALT,4PK-0885,KIA MOTORS,2225
CLARUS,1.8 16V,FEV 96 / AGO 2001,GIR/ALT/BA/DH,4PK-0940,KIA MOTORS,2226
CLARUS,2.0 16V,96/ AGO 01,GIR/ALT/BA,3PK-0765,KIA MOTORS,2227
CLARUS,2.0 16V,96/ AGO 01,GIR/DH,5PK-0945,KIA MOTORS,2228
CLARUS,2.0 16V,96/ AGO 01,DH/ACD,5PK-1065,KIA MOTOS,2229
MAGENTIS,2.0 16V,2006/2010,GIR/ALT,4PK-0935,KIA MOTORS,2230
MAGENTIS,2.0 16V,2006/2010,DH,5PK-1385,KIA MOTORS,2231
MAGENTIS / OPIRUS / OPTIMA,2.7 CVVT 24V G6BA,2010,GIR/ALT/DH/ACD,6PK-2055,KIA MOTORS,2232
OPIRUS,3.5 V6 24V,2005/2007,DH,5PK-0905,KIA MOTORS,2233
PICANTO,1.0 12V / 1.1 12V,2006/...,ACD,4PK-0675,KIA MOTORS,2234
PICANTO,1.0 12V / 1.1 12V,2006/...,DH,4PK-0755,KIA MOTORS,2235
PICANTO,1.0 12V / 1.1 12V,2006/...,DH/ACD,4PK-0870,KIA MOTORS,2236
